"","species","total_length","OOL","head_height","HC_fin","higher_group","swimbladder"
"1269","Acestrorhynchus pantaneiro",13.1,1.94,1.84,FALSE,"Ostariophysi","True"
"1270","Astyanax lacustreis",7.972,1.125,1.655,FALSE,"Ostariophysi","True"
"1271","Brycon coxeyi",23.91,4.2,4.62,FALSE,"Ostariophysi","True"
"1272","Brycon coxeyi",16.52,2.7,3.3,FALSE,"Ostariophysi","True"
"1273","Brycon coxeyi",16.71,2.97,3.74,FALSE,"Ostariophysi","True"
"1274","Brycon falcatus",27.45,4.02,5.45,FALSE,"Ostariophysi","True"
"1275","Brycon falcatus",15.07,2.58,3.24,FALSE,"Ostariophysi","True"
"1276","Brycon falcatus",16.05,2.64,3.61,FALSE,"Ostariophysi","True"
"1277","Brycon falcatus",13.85,2.18,2.9,FALSE,"Ostariophysi","True"
"1278","Brycon falcatus",14.68,2.32,3.2,FALSE,"Ostariophysi","True"
"1279","Brycon falcatus",25.06,3.61,5.25,FALSE,"Ostariophysi","True"
"1280","Brycon falcatus",38.33,5.31,7.3,FALSE,"Ostariophysi","True"
"1281","Brycon falcatus",53,8.24,11.76,FALSE,"Ostariophysi","True"
"1282","Brycon falcatus",35.79,4.94,7.74,FALSE,"Ostariophysi","True"
"1283","Brycon falcatus",16.76,2.59,3.69,FALSE,"Ostariophysi","True"
"1284","Brycon falcatus",24.95,3.54,5.43,FALSE,"Ostariophysi","True"
"1285","Brycon falcatus",24.32,3.72,4.57,FALSE,"Ostariophysi","True"
"1286","Brycon howesi",28.4,4.47,4.97,FALSE,"Ostariophysi","True"
"1287","Brycon howesi",21.1,3.54,3.89,FALSE,"Ostariophysi","True"
"1288","Brycon insignis",17.912,3.218,2.938,FALSE,"Ostariophysi","True"
"1289","Brycon insignis",31.322,4.811,5.495,FALSE,"Ostariophysi","True"
"1290","Brycon insignis",37.722,6.294,7.186,FALSE,"Ostariophysi","True"
"1291","Brycon opalinus",32.621,4.882,5.401,FALSE,"Ostariophysi","True"
"1292","Brycon opalinus",29.85,4.327,4.949,FALSE,"Ostariophysi","True"
"1293","Brycon opalinus",27.957,3.855,4.69,FALSE,"Ostariophysi","True"
"1294","Brycon polylepis",22.95,3.26,3.59,FALSE,"Ostariophysi","True"
"1295","Brycon polylepis",25.86,3.16,3.68,FALSE,"Ostariophysi","True"
"1296","Brycon polylepis",15.68,1.98,2.22,FALSE,"Ostariophysi","True"
"1297","Brycon polylepis",14.83,2.01,2.17,FALSE,"Ostariophysi","True"
"1298","Brycon stolzmanni",15.273,2.845,3.123,FALSE,"Ostariophysi","True"
"1299","Brycon stolzmanni",19.038,3.266,4.32,FALSE,"Ostariophysi","True"
"1300","Brycon vermelha",46.997,8.229,9.07,FALSE,"Ostariophysi","True"
"1301","Brycon vermelha",26.699,4.519,4.849,FALSE,"Ostariophysi","True"
"1302","Bryconops cyrtogaster",8.772,1.273,1.5384,FALSE,"Ostariophysi","True"
"1303","Bryconops cyrtogaster",8.657,1.23,1.484,FALSE,"Ostariophysi","True"
"1304","Bryconops cyrtogaster",12.354,1.806,2.233,FALSE,"Ostariophysi","True"
"1305","Bryconops marabaixo",7.543,1.187,1.388,FALSE,"Ostariophysi","True"
"1306","Bryconops marabaixo",7.055,1.126,1.304,FALSE,"Ostariophysi","True"
"1307","Catoprion absconditus",9.393,1.631,3.173,FALSE,"Ostariophysi","True"
"1308","Catoprion absconditus",11.769,1.977,3.492,FALSE,"Ostariophysi","True"
"1309","Catoprion absconditus",15.169,2.416,4.775,FALSE,"Ostariophysi","True"
"1310","Catoprion mento",6.894,1.086,1.51,FALSE,"Ostariophysi","True"
"1311","Catoprion mento",9.28,1.48,3.06,FALSE,"Ostariophysi","True"
"1312","Catoprion mento",8.36,1.4,2.76,FALSE,"Ostariophysi","True"
"1313","Cheirodon affinis",3.5947,0.5416,0.6593,FALSE,"Ostariophysi","True"
"1314","Cheirodon affinis",3.3082,0.4799,0.5687,FALSE,"Ostariophysi","True"
"1315","Cheirodon gorgonae",3.2576,0.462,0.544,FALSE,"Ostariophysi","True"
"1316","Colossoma macropomum",60.19,12.6,14.19,FALSE,"Ostariophysi","True"
"1317","Colossoma macropomum",66.22,13.184,15.454,FALSE,"Ostariophysi","True"
"1318","Colossoma macropomum",69.3,13.157,12.75,FALSE,"Ostariophysi","True"
"1319","Colossoma macropomum",67.929,13.482,16.142,FALSE,"Ostariophysi","True"
"1320","Cynodon gibbus",16.8,2.37,3.11,FALSE,"Ostariophysi","True"
"1321","Cynopotamus xinguano",12.103,2.138,2.71,FALSE,"Ostariophysi","True"
"1322","Gymnocorymbus thayeri",7.181,1.07,2.095,FALSE,"Ostariophysi","True"
"1323","Gymnocorymbus thayeri",5.717,0.837,1.534,FALSE,"Ostariophysi","True"
"1324","Gymnocorymbus thayeri",10.1,1.41,2.85,FALSE,"Ostariophysi","True"
"1325","Hepsetus akawo",27.77,4.53,3.12666795,FALSE,"Ostariophysi","True"
"1326","Hepsetus odoe",32.071,5.409,4.855,FALSE,"Ostariophysi","True"
"1327","Hydrocynus brevis",17.122,2.655,2.593,FALSE,"Ostariophysi","True"
"1328","Hydrocynus brevis",15.491,2.513,2.425,FALSE,"Ostariophysi","True"
"1329","Hydrocynus brevis",16.66,2.601,2.625,FALSE,"Ostariophysi","True"
"1330","Hydrocynus forskahlii",24.893,3.596,3.899,FALSE,"Ostariophysi","True"
"1331","Hydrocynus forskahlii",23.376,3.532,3.93,FALSE,"Ostariophysi","True"
"1332","Hydrocynus forskahlii",22.836,3.115,2.975,FALSE,"Ostariophysi","True"
"1333","Hydrocynus forskahlii",20.485,2.923,3.099,FALSE,"Ostariophysi","True"
"1334","Hydrocynus tanzaniae",27.197,4.344,5.239,FALSE,"Ostariophysi","True"
"1335","Hydrolycus armatus",25.5,4.0596396,4.95,FALSE,"Ostariophysi","True"
"1336","Hydrolycus wallacei",33.5215769845498,4.7353306,7.1,FALSE,"Ostariophysi","True"
"1337","Hyphessobrycon piranga",2.617,0.401,0.551,FALSE,"Ostariophysi","True"
"1338","Hyphessobrycon piranga",2.449,0.378,0.503,FALSE,"Ostariophysi","True"
"1339","Hyphessobrycon piranga",2.458,0.393,0.51,FALSE,"Ostariophysi","True"
"1340","Hypomasticus despaxi",11.266,1.432,1.7061,FALSE,"Ostariophysi","True"
"1341","Hypomasticus lineomaculatus",8.3919,0.9851,1.2627,FALSE,"Ostariophysi","True"
"1342","Metynnis melanogrammus",17.25,2.986,6.269,FALSE,"Ostariophysi","True"
"1343","Metynnis melanogrammus",17.06,2.835,5.566,FALSE,"Ostariophysi","True"
"1344","Moenkhausia celibela",4.13,0.64,0.85,FALSE,"Ostariophysi","True"
"1345","Myloplus nigrolineatus",23.01,4.14,6.95,FALSE,"Ostariophysi","True"
"1346","Myloplus nigrolineatus",26.85,5.25,8.84,FALSE,"Ostariophysi","True"
"1347","Mylossoma albiscopum",16.315,2.704,3.804,FALSE,"Ostariophysi","True"
"1348","Oligosarcus jacuiensis",18.205,3.061,3.23,FALSE,"Ostariophysi","True"
"1349","Oligosarcus paranensis",14.352,2.486,2.457,FALSE,"Ostariophysi","True"
"1350","Ossubtus xinguense",25.79,3.57,7.88,FALSE,"Ostariophysi","True"
"1351","Ossubtus xinguense",20.72,2.78,6.33,FALSE,"Ostariophysi","True"
"1352","Piaractus brachypomus",84.1,17,26.01,FALSE,"Ostariophysi","True"
"1353","Piaractus brachypomus",24.525,4.826,6.974,FALSE,"Ostariophysi","True"
"1354","Piaractus brachypomus",37.525,6.247,10.416,FALSE,"Ostariophysi","True"
"1355","Piaractus mesopotamicus",23.714,3.495,5.386,FALSE,"Ostariophysi","True"
"1356","Piaractus orinoquensis",32.569,6.154,8.026,FALSE,"Ostariophysi","True"
"1357","Piraractus mesopotamicus",27.53,5.066,6.9,FALSE,"Ostariophysi","True"
"1358","Priocharax ariel",1.769,0.25,0.269,FALSE,"Ostariophysi","True"
"1359","Priocharax ariel",1.68,0.241,0.239,FALSE,"Ostariophysi","True"
"1360","Pygocentrus nattereri",15,3.661,5.201,FALSE,"Ostariophysi","True"
"1361","Rhaphiodon vulpinus",34.25,4.3040544,4.53,FALSE,"Ostariophysi","True"
"1362","Rhaphiodon vulpinus",68.29,8.252258,9.47,FALSE,"Ostariophysi","True"
"1363","Salminus franciscanus",35.761,6.668,6.187,FALSE,"Ostariophysi","True"
"1364","Salminus franciscanus",51.05,10.199,9.491,FALSE,"Ostariophysi","True"
"1365","Serrasalmus elongatus",19.5,3.844,3.953,FALSE,"Ostariophysi","True"
"1366","Serrasalmus gerryi",21.43,4.8,7.45,FALSE,"Ostariophysi","True"
"1367","Serrasalmus maculatus",15.5,3.138,4.067,FALSE,"Ostariophysi","True"
"1368","Serrasalmus rhombeus",17.5,3.576,5.2,FALSE,"Ostariophysi","True"
"1369","Tometes ancylorhynchus",18.301,2.5,3.832,FALSE,"Ostariophysi","True"
"1370","Tometes ancylorhynchus",18.857,2.354,4.169,FALSE,"Ostariophysi","True"
"1371","Tometes ancylorhynchus",19.47,2.706,2.835,FALSE,"Ostariophysi","True"
"1372","Tometes kranponhah",40.82,6.7,9.13,FALSE,"Ostariophysi","True"
"1373","Tometes kranponhah",36.9834,5.92,8.71,FALSE,"Ostariophysi","True"
"1374","Tometes kranponhah",40.79,6.22,8.34,FALSE,"Ostariophysi","True"
"1375","Tometes kranponhah",14.42751,2.11660155,3.5,FALSE,"Ostariophysi","True"
"1376","Tucanoichthys tucano",1.899,0.297,0.349,FALSE,"Ostariophysi","True"
"1377","Tucanoichthys tucano",1.744,0.283,0.314,FALSE,"Ostariophysi","True"
"1378","Xenurobrycon varii",1.729,0.252,0.292,FALSE,"Ostariophysi","True"
"1379","Xenurobrycon varii",1.626,0.234,0.258,FALSE,"Ostariophysi","True"
"1380","Alosa fallax",18.67,2.92,3.2,FALSE,"Ostariophysi","True"
"1381","Alosa fallax",18.75,2.89,2.97,FALSE,"Ostariophysi","True"
"1382","Alosa pseudoharengus",12.037,1.832,2.005,FALSE,"Ostariophysi","True"
"1383","Alosa pseudoharengus",27,4.186,4.867,FALSE,"Ostariophysi","True"
"1384","Alosa pseudoharengus",23.5,3.379,4.651,FALSE,"Ostariophysi","True"
"1385","Alosa pseudoharengus",19.6,3.124,3.702,FALSE,"Ostariophysi","True"
"1386","Alosa pseudoharengus",26.5,3.738,4.885,FALSE,"Ostariophysi","True"
"1387","Alosa pseudoharengus",26,3.92,4.77,FALSE,"Ostariophysi","True"
"1388","Amblygaster sirm",21.3,2.749,2.842,FALSE,"Ostariophysi","True"
"1389","Amblygaster sirm",20.3,2.833,2.884,FALSE,"Ostariophysi","True"
"1390","Amblygaster sirn",28.175,3.6395,3.48,FALSE,"Ostariophysi","True"
"1391","Amblygaster sirn",19.85,2.7264,2.728,FALSE,"Ostariophysi","True"
"1392","Anodontostoma chacunda",20.4,3.18,3.69,FALSE,"Ostariophysi","True"
"1393","Cheirocentrus dorab",29.672,3.042,3.142,FALSE,"Ostariophysi","True"
"1394","Cheirocentrus dorab",31.323,3.22,3.246,FALSE,"Ostariophysi","True"
"1395","Cheirocentrus dorab",41.5,4.352,4.572,FALSE,"Ostariophysi","True"
"1396","Cheirocentrus dorab",33.771,3.989,3.723,FALSE,"Ostariophysi","True"
"1397","Cheirocentrus dorab",33.339,3.662,3.503,FALSE,"Ostariophysi","True"
"1398","Cheirocentrus nudus",17.499,2.2,2.171,FALSE,"Ostariophysi","True"
"1399","Cheirocentrus nudus",73,6.882,7.456,FALSE,"Ostariophysi","True"
"1400","Cheirocentrus nudus",39.513,3.992,3.784,FALSE,"Ostariophysi","True"
"1401","Clupea harengus",28.5,3.867,4.075,FALSE,"Ostariophysi","True"
"1402","Clupea harengus",30,3.939,4.532,FALSE,"Ostariophysi","True"
"1403","Dorosoma cepedianum",25.5,4.186,4.39,FALSE,"Ostariophysi","True"
"1404","Dorosoma cepedianum",28,4.483,4.659,FALSE,"Ostariophysi","True"
"1405","Dorosoma cepedianum",23.8,4.041,4.24,FALSE,"Ostariophysi","True"
"1406","Etrumeus golanii",26.2,3.5,2.6,FALSE,"Ostariophysi","True"
"1407","Etrumeus makiawa",16.8495,2.4111,2.28,FALSE,"Ostariophysi","True"
"1408","Etrumeus makiawa",22.5412,3.3088,2.91,FALSE,"Ostariophysi","True"
"1409","Lycengraulis batesii",22.909,3.366,3.476,FALSE,"Ostariophysi","True"
"1410","Lycengraulis poeyi",16.569,2.575,2.448,FALSE,"Ostariophysi","True"
"1411","Lycengraulis poeyi",17.579,2.84,2.574,FALSE,"Ostariophysi","True"
"1412","Sardinella longiceps",20.55,3.72,3.53,FALSE,"Ostariophysi","True"
"1413","Sardinella longiceps",21.17,3.44,3.8,FALSE,"Ostariophysi","True"
"1414","Sardinella longiceps",20.19,3.05,3.23,FALSE,"Ostariophysi","True"
"1415","Sprattus sprattus",10.51,1.39,1.66,FALSE,"Ostariophysi","True"
"1416","Sprattus sprattus",10.59,1.3,1.62,FALSE,"Ostariophysi","True"
"1417","Sprattus sprattus",10.86,1.39,1.61,FALSE,"Ostariophysi","True"
"1418","Sprattus sprattus",11.22,1.39,1.7,FALSE,"Ostariophysi","True"
"1419","Sprattus sprattus",12.48,1.56,1.32,FALSE,"Ostariophysi","True"
"1420","Tenualosa ilisha",31.82,5.79,6.09,FALSE,"Ostariophysi","True"
"1421","Tenualosa ilisha",27.67,5.03,5.31,FALSE,"Ostariophysi","True"
"1422","Tenualosa ilisha",18.08,3.75,3.54,FALSE,"Ostariophysi","True"
"1423","Tenualosa toli",26.92,3.96,4.74,FALSE,"Ostariophysi","True"
"1424","Thryssa setirostris",15.4,2.227,2.32,FALSE,"Ostariophysi","True"
"1425","Thryssa setirostris",11.6,1.65,1.68,FALSE,"Ostariophysi","True"
"1426","Thryssa setirostris",14.8,2.28,2.17,FALSE,"Ostariophysi","True"
"1427","Thryssa setirostris",15.2,2.22,2.27,FALSE,"Ostariophysi","True"
"1428","Thryssa setirostris",15,2.249,2.16,FALSE,"Ostariophysi","True"
"1429","Thryssa setirostris",15.3,2.03,2.12,FALSE,"Ostariophysi","True"
"1430","Thryssa setirostris",15.5,2.21,2.22,FALSE,"Ostariophysi","True"
"1431","Thryssa setirostris",15.4,2.3,2.12,FALSE,"Ostariophysi","True"
"1432","Thryssa setirostris",16.5,2.4,2.25,FALSE,"Ostariophysi","True"
"1433","Barbodes banksi",8.76,1.336,1.507,FALSE,"Ostariophysi","True"
"1434","Barbodes binotatus",5.431,0.866,0.926,FALSE,"Ostariophysi","True"
"1435","Barbodes bunau",8.602,1.228,1.486,FALSE,"Ostariophysi","True"
"1436","Barbodes rhombeus",10.697,1.669,1.888,FALSE,"Ostariophysi","True"
"1437","Barbodes sellifer",12.533,1.881,2.203,FALSE,"Ostariophysi","True"
"1438","Barbodes sellifer",6.18,0.889,0.978,FALSE,"Ostariophysi","True"
"1439","Barbodes sellifer",5.641,0.948,1.006,FALSE,"Ostariophysi","True"
"1440","Barbodes sellifer",5.438,0.828,0.946,FALSE,"Ostariophysi","True"
"1441","Barbodes zakariaismaili",8.484,1.267,1.374,FALSE,"Ostariophysi","True"
"1442","Barbodes zakariaismaili",7.505,1.092,1.175,FALSE,"Ostariophysi","True"
"1443","Barbodes zakariaismaili",3.62,0.635,0.665,FALSE,"Ostariophysi","True"
"1444","Barbodes zakariaismaili",4.371,0.716,0.794,FALSE,"Ostariophysi","True"
"1445","Barbodes zakariaismaili",3.957,0.658,0.773,FALSE,"Ostariophysi","True"
"1446","Barbodes zakariaismaili",4.634,0.738,0.794,FALSE,"Ostariophysi","True"
"1447","Barbus esocinus",90.87,14.88,11.35,FALSE,"Ostariophysi","True"
"1448","Barbus esocinus",30,4.4634,3.769896,FALSE,"Ostariophysi","True"
"1449","Barbus esocinus",130,23.6076,18.0536256,FALSE,"Ostariophysi","True"
"1450","Danio rerio",3.37,0.495,0.465,FALSE,"Ostariophysi","True"
"1451","Gila elegans",45.8,6.002,5.285,FALSE,"Ostariophysi","True"
"1452","Hypothalmichthys molitrix",45,7.5,8.64,FALSE,"Ostariophysi","True"
"1453","Neolissochilus stracheyi",30.1,4.54,5.18,FALSE,"Ostariophysi","True"
"1454","Neolissochilus stracheyi",37.15,5.29,5.64,FALSE,"Ostariophysi","True"
"1455","Neolissochilus stracheyi",52.07,7.66,8.08,FALSE,"Ostariophysi","True"
"1456","Neolissochilus stracheyi",64.56,9.48,10.67,FALSE,"Ostariophysi","True"
"1457","Paedocypris micromegethes",1.249,0.198,0.158,FALSE,"Ostariophysi","True"
"1458","Paedocypris micromegethes",1.0752,0.1636,0.1361,FALSE,"Ostariophysi","True"
"1459","Rutilus rutilus",10.70022,1.15089498,1.65118656,FALSE,"Ostariophysi","True"
"1460","Rutilus virgo",41,4.7124,5.27,FALSE,"Ostariophysi","True"
"1461","Rutilus virgo",10.47891,1.12713516,1.45007838,FALSE,"Ostariophysi","True"
"1462","Rutilus virgo",10.51,1.37244835,1.802465,FALSE,"Ostariophysi","True"
"1463","Rutilus virgo",30.01,3.0119256,4.4973392,FALSE,"Ostariophysi","True"
"1464","Tor dongnaiensis",31.23,3.88,4.98,FALSE,"Ostariophysi","True"
"1465","Tor khudree",30,4.15,4.55,FALSE,"Ostariophysi","True"
"1466","Tor khudree",32.6,4.15,4.8,FALSE,"Ostariophysi","True"
"1467","Tor khudree",12.5,1.65,1.75,FALSE,"Ostariophysi","True"
"1468","Tor khudree",22.5,3.2,3.4,FALSE,"Ostariophysi","True"
"1469","Tor khudree",15.18874,2.21352,2.20892,FALSE,"Ostariophysi","True"
"1470","Tor khudree",17.15742,2.55478,2.59392,FALSE,"Ostariophysi","True"
"1471","Tor khudree",14.96446,2.25117,2.24079,FALSE,"Ostariophysi","True"
"1472","Tor khudree",15.91142,2.49651,2.41423,FALSE,"Ostariophysi","True"
"1473","Tor khudree",15.33826,2.11586,2.03112,FALSE,"Ostariophysi","True"
"1474","Tor khudree",21.33152,3.37348,3.21768,FALSE,"Ostariophysi","True"
"1475","Tor khudree",13.22006,2.11566,2.041,FALSE,"Ostariophysi","True"
"1476","Tor khudree",18.83952,2.88924,2.72436,FALSE,"Ostariophysi","True"
"1477","Tor khudree",12.53476,1.92172,1.80513,FALSE,"Ostariophysi","True"
"1478","Tor khudree",12.28556,1.74179,1.81584,FALSE,"Ostariophysi","True"
"1479","Tor khudree",9.64404,1.4544,1.38972,FALSE,"Ostariophysi","True"
"1480","Tor khudree",11.88684,1.63926,1.6641,FALSE,"Ostariophysi","True"
"1481","Tor khudree",8.31082,1.29351,1.309,FALSE,"Ostariophysi","True"
"1482","Tor khudree",8.27344,1.22576,1.30845,FALSE,"Ostariophysi","True"
"1483","Tor khudree",7.55076,1.16802,1.15068,FALSE,"Ostariophysi","True"
"1484","Tor khudree",7.36386,1.18689,1.155,FALSE,"Ostariophysi","True"
"1485","Tor khudree",6.87792,1.17836,1.17648,FALSE,"Ostariophysi","True"
"1486","Tor khudree",7.58814,1.24284,1.2438,FALSE,"Ostariophysi","True"
"1487","Tor khudree",6.4169,1.0319,1.03635,FALSE,"Ostariophysi","True"
"1488","Tor kulkarnii",27.412,3.5418,3.92084,FALSE,"Ostariophysi","True"
"1489","Tor kulkarnii",18.32866,2.51451,2.59584,FALSE,"Ostariophysi","True"
"1490","Tor kulkarnii",12.85872,1.74372,1.84497,FALSE,"Ostariophysi","True"
"1491","Tor kulkarnii",24.5462,2.95446,3.4104,FALSE,"Ostariophysi","True"
"1492","Tor malabaricus",28.9635341785387,3.76333,3.71877,FALSE,"Ostariophysi","True"
"1493","Tor malabaricus",26.9376552084695,3.71078,3.8908,FALSE,"Ostariophysi","True"
"1494","Tor malabaricus",24.3758985753496,3.42019,3.38793,FALSE,"Ostariophysi","True"
"1495","Tor malabaricus",25.2254607240884,3.48547,3.41862,FALSE,"Ostariophysi","True"
"1496","Tor malabaricus",23.7354594170697,3.1907,3.25156,FALSE,"Ostariophysi","True"
"1497","Tor mekongensis",43.57,5.69,6.37,FALSE,"Ostariophysi","True"
"1498","Tor remadevii",26.8276755646817,4.59344,3.8016,FALSE,"Ostariophysi","True"
"1499","Tor remadevii",23.985498973306,4.24815,3.2004,FALSE,"Ostariophysi","True"
"1500","Tor remadevii",20.7602464065708,4.14225,3.20045,FALSE,"Ostariophysi","True"
"1501","Tor remadevii",43.9919507186858,7.6756,8.05392,FALSE,"Ostariophysi","True"
"1502","Tor remadevii",45.5983983572895,8.3354,8.91892,FALSE,"Ostariophysi","True"
"1503","Tor remadevii",60.18,11.0108,11.1141,FALSE,"Ostariophysi","True"
"1504","Tor remadevii",70.6836960985626,12.90248,13.78944,FALSE,"Ostariophysi","True"
"1505","Gonorynchus forsteri",50.88,4.88,4.58,FALSE,"Ostariophysi","False"
"1506","Gonorynchus forsteri",42.87,4.58,3.09,FALSE,"Ostariophysi","False"
"1507","Gonorynchus forsteri",47.05,5.28,3.77,FALSE,"Ostariophysi","False"
"1508","Gonorynchus forsteri",54.43,5.27,4.04,FALSE,"Ostariophysi","False"
"1509","Electrophorus varii",100,6.9776,6.6976,FALSE,"Ostariophysi","True"
"1510","Electrophorus voltai",129.8,9.03585,6.41625,FALSE,"Ostariophysi","True"
"1511","Gymnotus chaviro",23.3,1.658,1.656,FALSE,"Ostariophysi","True"
"1512","Gymnotus chaviro",15,2.015,1.89,FALSE,"Ostariophysi","True"
"1513","Gymnotus omarorum",25.4,1.698,1.8961,FALSE,"Ostariophysi","True"
"1514","Ameiurus melas",35.8,5.33,5.52,FALSE,"Ostariophysi","True"
"1515","Ameiurus natalis",26.5,4.399,4.214,FALSE,"Ostariophysi","True"
"1516","Ameiurus natalis",25.3,4.437,4.288,FALSE,"Ostariophysi","True"
"1517","Ameiurus nebulosus",33.6,5.075,5.492,FALSE,"Ostariophysi","True"
"1518","Ameiurus nebulosus",5.027,0.77,0.802,FALSE,"Ostariophysi","True"
"1519","Ameiurus nebulosus",5.101,0.722,0.834,FALSE,"Ostariophysi","True"
"1520","Ariopsis felis",31.5,5.204,4.58,FALSE,"Ostariophysi","True"
"1521","Ariopsis felis",45,6.628,5.44,FALSE,"Ostariophysi","True"
"1522","Bagre marinus",37.3,5.863,5.29,FALSE,"Ostariophysi","True"
"1523","Bagre marinus",43,8.266,7.92,FALSE,"Ostariophysi","True"
"1524","Bagre marinus",44,6.508,7.69,FALSE,"Ostariophysi","True"
"1525","Brachyplatystoma capapretum",73,10.08,7.41,FALSE,"Ostariophysi","True"
"1526","Cathorops mapale",23.1,3.4,2.85,FALSE,"Ostariophysi","True"
"1527","Cetopsorhamdia iheringi",8.639,1.074,1.137,FALSE,"Ostariophysi","True"
"1528","Exallodontus anguanai",20.2,2.29,2.36,FALSE,"Ostariophysi","True"
"1529","Genidens barbus",27.126,4.36,3.239,FALSE,"Ostariophysi","True"
"1530","Hemibagrus menoda",22.08,3.28,0.92,FALSE,"Ostariophysi","True"
"1531","Ictalurus punctatus",65.8,11.146,9.547,FALSE,"Ostariophysi","True"
"1532","Ictalurus punctatus",72,10.263,11.375,FALSE,"Ostariophysi","True"
"1533","Mystus gulio",12.39,1.89,1.69,FALSE,"Ostariophysi","True"
"1534","Mystus gulio",12.2,1.84,1.68,FALSE,"Ostariophysi","True"
"1535","Notarius biffi",24.3,3.5,3,FALSE,"Ostariophysi","True"
"1536","Notarius insculptus",32.5,4.9,4.21,FALSE,"Ostariophysi","True"
"1537","Notarius troschelii",70.6,12.2,9.7,FALSE,"Ostariophysi","True"
"1538","Noturus flavus",24.6,3.748,2.649,FALSE,"Ostariophysi","True"
"1539","Noturus flavus",24.9,3.484,2.882,FALSE,"Ostariophysi","True"
"1540","Noturus flavus",23.5,3.151,2.467,FALSE,"Ostariophysi","True"
"1541","Noturus miurus",10.133,1.673,1.39,FALSE,"Ostariophysi","True"
"1542","Pangasius icaria",26.883,3.672,3.228,FALSE,"Ostariophysi","True"
"1543","Pangasius icaria",32.18,4.337,4.008,FALSE,"Ostariophysi","True"
"1544","Pangasius mekongensis",33.195,4.818,3.5334,FALSE,"Ostariophysi","True"
"1545","Pangasius pangasius",66.3638103,8.4734967,8.2315539,FALSE,"Ostariophysi","True"
"1546","Pangasius rheophilus",82.37,10.86,7.26854,FALSE,"Ostariophysi","True"
"1547","Pangasius sabahensis",38.137,5.259,3.953,FALSE,"Ostariophysi","True"
"1548","Pangasius silasi",40.5952,4.848,4.6112,FALSE,"Ostariophysi","True"
"1549","Pangasius silasi",42.2813506285714,6.07152595981714,4.86938777142857,FALSE,"Ostariophysi","True"
"1550","Pangasius silasi",47.71,8.826,5.5,FALSE,"Ostariophysi","True"
"1551","Plotosus lineatus",17.4,2.568,2.03,FALSE,"Ostariophysi","True"
"1552","Pseudoplatystoma fasciatum",62.4,10.536,7.23,FALSE,"Ostariophysi","True"
"1553","Pseudoplatystoma reticulatum",57.64,9.94,6.94,FALSE,"Ostariophysi","True"
"1554","Pylodictis olivaris",65.5,11.672,9.61,FALSE,"Ostariophysi","True"
"1555","Pylodictis olivaris",90.5,15.1,11.73,FALSE,"Ostariophysi","True"
"1556","Pylodictis olivaris",74,12.466,11.96,FALSE,"Ostariophysi","True"
"1557","Rhamdia quelen",23.22,3.205,3.113,FALSE,"Ostariophysi","True"
"1558","Rita rita",31.01,5.2717,4.18,FALSE,"Ostariophysi","True"
"1559","Sperata aor",55.9,6.708,4.25,FALSE,"Ostariophysi","True"
"1560","Sperata seenghala",59.93,8.22,5.4,FALSE,"Ostariophysi","True"
"1561","Sperata seenghala",53.72,7.5208,2.81,FALSE,"Ostariophysi","True"
"1562","Sperata seenghala",62.05,8.72,4.94,FALSE,"Ostariophysi","True"
"1563","Sperata seenghala",62.23,8.97,5.44,FALSE,"Ostariophysi","True"
"1564","Steindachneridion amblyurum",39.675,5.909,4.69,FALSE,"Ostariophysi","True"
"1565","Steindachneridion doceanum",50.642,7.681,5.942,FALSE,"Ostariophysi","True"
"1566","Steindachneridion doceanum",36.311,5.27,4.28,FALSE,"Ostariophysi","True"
"1567","Steindachneridion melanodermatum",60.725,9.861,7.713,FALSE,"Ostariophysi","True"
"1568","Steindachneridion parahybae",45.56,6.145,5.79,FALSE,"Ostariophysi","True"
"1569","Steindachneridion punctatum",76.63,10.794,10.752,FALSE,"Ostariophysi","True"
"1570","Steindachneridion scriptum",84.69,13.716,10.599,FALSE,"Ostariophysi","True"
"1571","Odontostomops normalops",16.3,2.27,2.68,FALSE,"Stem Euteleostei","True"
"1572","Saurida flamma",13,1.9,1.43,FALSE,"Stem Euteleostei","False"
"1573","Saurida flamma",16.1,2.73,1.95,FALSE,"Stem Euteleostei","False"
"1574","Saurida flamma",31,4.81,3.63,FALSE,"Stem Euteleostei","False"
"1575","Saurida gracilis",12.25,1.935,1.375,FALSE,"Stem Euteleostei","False"
"1576","Saurida gracilis",13.2,1.992,1.512,FALSE,"Stem Euteleostei","False"
"1577","Saurida gracilis",16.8,2.86,1.947,FALSE,"Stem Euteleostei","False"
"1578","Saurida gracilis",16.9,2.754,2.021,FALSE,"Stem Euteleostei","False"
"1579","Saurida lessepsianus",21.2,2.96,1.89,FALSE,"Stem Euteleostei","False"
"1580","Saurida lessepsianus",20.93,3.1,2.07,FALSE,"Stem Euteleostei","False"
"1581","Saurida longimanus",16.69,2.93,1.66,FALSE,"Stem Euteleostei","False"
"1582","Saurida nebulosa",17.7,2.68,1.69,FALSE,"Stem Euteleostei","False"
"1583","Trachinocephalus trachinus",10.4,1.89,1.36,FALSE,"Stem Euteleostei","False"
"1584","Trachinocephalus trachinus",14.2,2.56,1.83,FALSE,"Stem Euteleostei","False"
"1585","Trachinocephalus trachinus",15.3,2.73,2.14,FALSE,"Stem Euteleostei","False"
